Suburb,State,Postcode
CAMBEWARRA VILLAGE,NSW,2540
CAMBOON,NSW,2849
CAMBRA,NSW,2420
CAMBRIDGE GARDENS,NSW,2747
CAMBRIDGE PARK,NSW,2747
CAMBRIDGE PLATEAU,NSW,2469
CAMDEN,NSW,2570
CAMDEN HEAD,NSW,2443
CAMDEN PARK,NSW,2570
CAMDEN SOUTH,NSW,2570
CAMELLIA,NSW,2142
CAMERON PARK,NSW,2285
CAMERONS CREEK,NSW,2359
CAMIRA,NSW,2469
CAMMERAY,NSW,2062
CAMP CREEK,NSW,4385
CAMPBELLTOWN,NSW,2560
CAMPERDOWN,NSW,2050
CAMPSIE,NSW,2194
CAMPVALE,NSW,2318
CAMS WHARF,NSW,2281
CANADA BAY,NSW,2046
CANADIAN LEAD,NSW,2850
CANBELEGO,NSW,2835
CANDELO,NSW,2550
CANGAI,NSW,2460
CANIABA,NSW,2480
CANLEY HEIGHTS,NSW,2166
CANLEY VALE,NSW,2166
CANOBOLAS,NSW,2800
CANOELANDS,NSW,2157
CANONBA,NSW,2825
CANOWINDRA,NSW,2804
CANTERBURY,NSW,2193
CANTON BEACH,NSW,2263
CANYONLEIGH,NSW,2577
CAPARRA,NSW,2429
CAPEEN CREEK,NSW,2469
CAPERTEE,NSW,2846
CAPOOMPETA,NSW,2371
CAPTAINS FLAT,NSW,2623
CARABOST,NSW,2650
CARAGABAL,NSW,2810
CARCALGONG,NSW,2850
CARCOAR,NSW,2791
CARDIFF,NSW,2285
CARDIFF HEIGHTS,NSW,2285
CARDIFF SOUTH,NSW,2285
CAREY BAY,NSW,2283
CARGO,NSW,2800
CARINDA,NSW,2831
CARINGBAH,NSW,2229
CARINGBAH SOUTH,NSW,2229
CARLAMINDA,NSW,2630
CARLINGFORD,NSW,2118
CARLTON,NSW,2218
CARNES HILL,NSW,2171
CARNHAM,NSW,2460
CAROOL,NSW,2486
CAROONA,NSW,2343
CARRABOLLA,NSW,2311
CARRAI,NSW,2440
CARRAMAR,NSW,2163
CARRATHOOL,NSW,2711
CARRICK,NSW,2580
CARRINGTON,NSW,2324
CARRINGTON,NSW,2294
CARRINGTON FALLS,NSW,2577
CARROLL,NSW,2340
CARROWBROOK,NSW,2330
CARRS CREEK,NSW,2460
CARRS ISLAND,NSW,2460
CARRS PENINSULA,NSW,2460
CARSS PARK,NSW,2221
CARTWRIGHT,NSW,2168
CARTWRIGHTS HILL,NSW,2650
CARWELL,NSW,2849
CARWOOLA,NSW,2620
CASCADE,NSW,2453
CASINO,NSW,2470
CASSILIS,NSW,2329
CASTLE COVE,NSW,2069
CASTLE DOYLE,NSW,2350
CASTLE HILL,NSW,2154
CASTLE ROCK,NSW,2333
CASTLECRAG,NSW,2068
CASTLEREAGH,NSW,2749
CASUARINA,NSW,2487
CASULA,NSW,2170
CATALINA,NSW,2536
CATARACT,NSW,2560
CATHCART,NSW,2632
CATHERINE FIELD,NSW,2557
CATHERINE HILL BAY,NSW,2281
CATHUNDRAL,NSW,2823
CATTAI,NSW,2756
CATTLE CREEK,NSW,2339
CAVAN,NSW,2582
CAVES BEACH,NSW,2281
CAWDOR,NSW,2570
CAWONGLA,NSW,2474
CECIL HILLS,NSW,2171
CECIL PARK,NSW,2178
CEDAR BRUSH CREEK,NSW,2259
CEDAR CREEK,NSW,2325
CEDAR CREEK,NSW,2484
CEDAR PARTY,NSW,2429
CEDAR POINT,NSW,2474
CELLS RIVER,NSW,2424
CENTENNIAL PARK,NSW,2021
CENTRAL COLO,NSW,2756
CENTRAL MACDONALD,NSW,2775
CENTRAL MANGROVE,NSW,2250
CENTRAL TILBA,NSW,2546
CESSNOCK,NSW,2325
CHAELUNDI,NSW,2460
CHAIN VALLEY BAY,NSW,2259
CHAKOLA,NSW,2630
CHAMBIGNE,NSW,2460
CHARBON,NSW,2848
CHARLES STURT UNIVERSITY,NSW,2678
CHARLESTOWN,NSW,2290
CHARLEYS FOREST,NSW,2622
CHARLOTTE BAY,NSW,2428
CHARLTON,NSW,2795
CHARMHAVEN,NSW,2263
CHATHAM VALLEY,NSW,2787
CHATSBURY,NSW,2580
CHATSWOOD,NSW,2067
CHATSWOOD WEST,NSW,2067
CHATSWORTH,NSW,2469
CHEERO POINT,NSW,2083
CHELTENHAM,NSW,2119
CHERRY TREE HILL,NSW,2360
CHERRYBROOK,NSW,2126
CHESTER HILL,NSW,2162
CHICHESTER,NSW,2420
CHIFLEY,NSW,2036
CHILCOTTS CREEK,NSW,2339
CHILCOTTS GRASS,NSW,2480
CHILLINGHAM,NSW,2484
CHINDERAH,NSW,2487
CHINNOCK,NSW,2550
CHIPPENDALE,NSW,2008
CHIPPING NORTON,NSW,2170
CHISHOLM,NSW,2322
CHISWICK,NSW,2046
CHITTAWAY BAY,NSW,2261
CHITTAWAY POINT,NSW,2261
CHOWAN CREEK,NSW,2484
CHULLORA,NSW,2190
CHURCH POINT,NSW,2105
CLANDULLA,NSW,2848
CLARE,NSW,2711
CLAREMONT MEADOWS,NSW,2747
CLARENCE,NSW,2790
CLARENCE TOWN,NSW,2321
CLARENDON,NSW,2756
CLARENZA,NSW,2460
CLAREVILLE,NSW,2107
CLAYMORE,NSW,2559
CLEAR CREEK,NSW,2795
CLEAR RANGE,NSW,2620
CLEARFIELD,NSW,2469
CLEMTON PARK,NSW,2206
CLERGATE,NSW,2800
CLEVELAND,NSW,2530
CLIFDEN,NSW,2460
CLIFTLEIGH,NSW,2321
CLIFTON,NSW,2515
CLIFTON GROVE,NSW,2800
CLONTARF,NSW,2093
CLOTHIERS CREEK,NSW,2484
CLOUDS CREEK,NSW,2453
CLOVELLY,NSW,2031
CLUNES,NSW,2480
CLYBUCCA,NSW,2440
CLYDE,NSW,2142
CLYDESDALE,NSW,2330
COAL POINT,NSW,2283
COALCLIFF,NSW,2508
COALDALE,NSW,2460
COASTERS RETREAT,NSW,2108
COBAKI,NSW,2486
COBAKI LAKES,NSW,2486
COBAR,NSW,2835
COBAR PARK,NSW,2790
COBARGO,NSW,2550
COBARK,NSW,2422
COBBADAH,NSW,2347
COBBITTY,NSW,2570
COBRAMUNGA,NSW,2732
COCKWHY,NSW,2539
CODRINGTON,NSW,2471
COFFEE CAMP,NSW,2480
COFFS HARBOUR,NSW,2450
COGGAN,NSW,2849
COGRA BAY,NSW,2083
COILA,NSW,2537
COLDSTREAM,NSW,2462
COLEAMBALLY,NSW,2707
COLEBEE,NSW,2761
COLEDALE,NSW,2515
COLINROOBIE,NSW,2700
COLINTON,NSW,2626
COLLARENEBRI,NSW,2833
COLLAROY,NSW,2097
COLLAROY PLATEAU,NSW,2097
COLLECTOR,NSW,2581
COLLENDINA,NSW,2646
COLLERINA,NSW,2839
COLLIE,NSW,2827
COLLINGULLIE,NSW,2650
COLLINGWOOD,NSW,2850
COLLINS CREEK,NSW,2474
COLLOMBATTI,NSW,2440
COLLUM COLLUM,NSW,2460
COLLY BLUE,NSW,2343
COLO,NSW,2795
COLO,NSW,2756
COLO HEIGHTS,NSW,2756
COLO VALE,NSW,2575
COLONGRA,NSW,2262
COLYTON,NSW,2760
COMARA,NSW,2440
COMBANING,NSW,2666
COMBARA,NSW,2829
COMBERTON,NSW,2540
COMBOYNE,NSW,2429
COME BY CHANCE,NSW,2832
COMERONG ISLAND,NSW,2540
COMMISSIONERS CREEK,NSW,2484
COMO,NSW,2226
COMOBELLA,NSW,2820
CONARGO,NSW,2710
CONCORD,NSW,2137
CONCORD WEST,NSW,2138
CONDELL PARK,NSW,2200
CONDOBOLIN,NSW,2877
CONDONG,NSW,2484
CONEAC,NSW,2422
CONGARINNI,NSW,2447
CONGARINNI NORTH,NSW,2447
CONGEWAI,NSW,2325
CONGO,NSW,2537
CONIMBIA,NSW,2829
CONISTON,NSW,2500
CONJOLA,NSW,2539
CONJOLA PARK,NSW,2539
CONNELLS POINT,NSW,2221
CONSTITUTION HILL,NSW,2145
COOGEE,NSW,2034
COOKAMIDGERA,NSW,2870
COOKARDINIA,NSW,2650
COOKS GAP,NSW,2850
COOKS HILL,NSW,2300
COOKS MYALLS,NSW,2870
COOLABAH,NSW,2831
COOLAC,NSW,2727
COOLAGOLITE,NSW,2550
COOLAH,NSW,2843
COOLAMON,NSW,2701
COOLANGATTA,NSW,2535
COOLANGUBRA,NSW,2550
COOLATAI,NSW,2402
COOLEMAN,NSW,2611
COOLEYS CREEK,NSW,2729
COOLGARDIE,NSW,2478
COOLONGOLOOK,NSW,2423
COOLRINGDON,NSW,2630
COOLUMBOOKA,NSW,2632
COOLUMBURRA,NSW,2622
COOMA,NSW,2630
COOMBA BAY,NSW,2428
COOMBA PARK,NSW,2428
COOMBADJHA,NSW,2460
COOMBELL,NSW,2470
COOMEALLA,NSW,2717
COOMOO COOMOO,NSW,2343
COONABARABRAN,NSW,2357
COONAMBLE,NSW,2829
COONGBAR,NSW,2469
COOPERABUNG,NSW,2441
COOPERNOOK,NSW,2426
COOPERS GULLY,NSW,2550
COOPERS SHOOT,NSW,2479
COOPLACURRIPA,NSW,2424
COORABELL,NSW,2479
COORANBONG,NSW,2265
COOTAMUNDRA,NSW,2590
COOTRALANTRA,NSW,2628
COOYAL,NSW,2850
COPACABANA,NSW,2251
COPE,NSW,2852
COPELAND,NSW,2422
COPETON,NSW,2360
COPMANHURST,NSW,2460
COPPABELLA,NSW,2644
COPPERHANNIA,NSW,2795
CORAKI,NSW,2471
CORALVILLE,NSW,2443
CORAMBA,NSW,2450
CORANG,NSW,2622
CORANGULA,NSW,2440
CORBIE HILL,NSW,2705
CORDEAUX,NSW,2526
CORDEAUX HEIGHTS,NSW,2526
COREE,NSW,2710
COREEN,NSW,2646
CORINDI BEACH,NSW,2456
CORINELLA,NSW,2871
CORLETTE,NSW,2315
CORNDALE,NSW,2480
CORNEY TOWN,NSW,2790
CORNWALLIS,NSW,2756
COROBIMILLA,NSW,2700
COROWA,NSW,2646
CORRABARE,NSW,2325
CORRIMAL,NSW,2518
CORRONG,NSW,2711
CORROWONG,NSW,2633
CORUNNA,NSW,2546
COTTAGE POINT,NSW,2084
COTTONVALE,NSW,4375
COUGAL,NSW,2474
COUNTEGANY,NSW,2630
COURABYRA,NSW,2653
COURADDA,NSW,2390
COURAGAGO,NSW,2720
COURIDJAH,NSW,2571
COUTTS CROSSING,NSW,2460
COW FLAT,NSW,2795
COWABBIE,NSW,2652
COWAN,NSW,2081
COWPER,NSW,2460
COWRA,NSW,2794
COXS CREEK,NSW,2849
COXS CROWN,NSW,2849
CRABBES CREEK,NSW,2483
CRACKENBACK,NSW,2627
CRAIGIE,NSW,2632
CRANEBROOK,NSW,2749
CRANGAN BAY,NSW,2259
CRAVEN,NSW,2422
CRAVEN PLATEAU,NSW,2422
CRAWFORD RIVER,NSW,2423
CRAWNEY,NSW,2338
CREEWAH,NSW,2631
CREMORNE,NSW,2090
CREMORNE POINT,NSW,2090
CRESCENT HEAD,NSW,2440
CRESTWOOD,NSW,2620
CRINGILA,NSW,2502
CROKI,NSW,2430
CROMER,NSW,2099
CRONULLA,NSW,2230
CROOBLE,NSW,2400
CROOBYAR,NSW,2539
CROOKED CORNER,NSW,2583
CROOKWELL,NSW,2583
CROOM,NSW,2527
CROPPA CREEK,NSW,2411
CROSS ROADS,NSW,2850
CROSSLANDS,NSW,2446
CROUDACE BAY,NSW,2280
CROWDY BAY NATIONAL PARK,NSW,2443
CROWDY HEAD,NSW,2427
CROWS NEST,NSW,2065
CROWTHER,NSW,2803
CROWTHER ISLAND,NSW,2460
CROYDON,NSW,2132
CROYDON PARK,NSW,2133
CRUDINE,NSW,2795
CRYON,NSW,2832
CRYSTAL CREEK,NSW,2484
CUBBA,NSW,2835
CUDAL,NSW,2864
CUDGEGONG,NSW,2850
CUDGEL,NSW,2700
CUDGEN,NSW,2487
CUDGERA CREEK,NSW,2484
CUDMIRRAH,NSW,2540
CULBURRA BEACH,NSW,2540
CULCAIRN,NSW,2660
CULLEN BULLEN,NSW,2790
CULLENBONE,NSW,2850
CULLENDORE,NSW,2372
CULLERIN,NSW,2581
CULLIVEL,NSW,2645
CULMARAN CREEK,NSW,2469
CUMBALUM,NSW,2478
CUMBANDRY,NSW,2852
CUMBERLAND REACH,NSW,2756
CUMBO,NSW,2850
CUMBORAH,NSW,2832
CUMNOCK,NSW,2867
CUNDLE FLAT,NSW,2424
CUNDLETOWN,NSW,2430
CUNDUMBUL,NSW,2866
CUNJURONG POINT,NSW,2539
CUNNINGAR,NSW,2587
CUNNINYEUK,NSW,2734
CURBAN,NSW,2827
CURL CURL,NSW,2096
CURLEW WATERS,NSW,2672
CURLEWIS,NSW,2381
CURLWAA,NSW,2648
CURRA CREEK,NSW,2820
CURRABUBULA,NSW,2342
CURRAGH,NSW,2795
CURRAMORE,NSW,2533
CURRANS HILL,NSW,2567
CURRARONG,NSW,2540
CURRAWANG,NSW,2580
CURRAWARNA,NSW,2650
CURRAWEELA,NSW,2580
CURRICABARK,NSW,2422
CURROWAN,NSW,2536
CUTTABRI,NSW,2388
CUTTAGEE,NSW,2546
DABEE,NSW,2849
DACEYVILLE,NSW,2032
DAIRY ARM,NSW,2325
DAIRY FLAT,NSW,2474
DAIRYMANS PLAINS,NSW,2630
DALEYS POINT,NSW,2257
DALGETY,NSW,2628
DALMENY,NSW,2546
DALMORTON,NSW,2460
DALSWINTON,NSW,2328
DALTON,NSW,2581
DALWOOD,NSW,2477
DALWOOD,NSW,2335
DANDALOO,NSW,2823
DANDRY,NSW,2357
DANGAR ISLAND,NSW,2083
DANGARSLEIGH,NSW,2350
DANGELONG,NSW,2630
DAPTO,NSW,2530
DARAWANK,NSW,2428
DARBALARA,NSW,2722
DARBYS FALLS,NSW,2793
DARETON,NSW,2717
DARGAN,NSW,2786
DARK CORNER,NSW,2795
DARKES FOREST,NSW,2508
DARKWOOD,NSW,2454
DARLING POINT,NSW,2027
DARLINGHURST,NSW,2010
DARLINGTON,NSW,2330
DARLINGTON,NSW,2008
DARLINGTON POINT,NSW,2706
DARLOW,NSW,2729
DARTBROOK,NSW,2336
DARUKA,NSW,2340
DAVIDSON,NSW,2085
DAVIS CREEK,NSW,2336
DAVISTOWN,NSW,2251
DAWES POINT,NSW,2000
DAYSDALE,NSW,2646
DEAN PARK,NSW,2761
DEAUVILLE,NSW,2443
DEBENHAM,NSW,2446
DEE WHY,NSW,2099
DEEP CREEK,NSW,2460
DEEP CREEK,NSW,2440
DEEP CREEK,NSW,2469
DEEPWATER,NSW,2371
DEER VALE,NSW,2453
DELEGATE,NSW,2633
DELUNGRA,NSW,2403
DENHAM COURT,NSW,2565
DENHAMS BEACH,NSW,2536
DENILIQUIN,NSW,2710
DENISTONE,NSW,2114
DENISTONE EAST,NSW,2112
DENISTONE WEST,NSW,2114
DENMAN,NSW,2328
DEPOT BEACH,NSW,2536
DERRIWONG,NSW,2877
DEUA,NSW,2537
DEUA RIVER VALLEY,NSW,2537
DEVILS HOLE,NSW,2550
DEWITT,NSW,2422
DHARRUK,NSW,2770
DHULURA,NSW,2650
DHURAGOON,NSW,2733
DIAMOND BEACH,NSW,2430
DIAMOND HEAD,NSW,2443
DIEHARD,NSW,2370
DIGGERS CAMP,NSW,2462
DIGNAMS CREEK,NSW,2546
DILKOON,NSW,2460
DILPURRA,NSW,2734
DINGO FOREST,NSW,2429
DINOGA,NSW,2404
DIRNASEER,NSW,2666
DIRTY CREEK,NSW,2456
DOBIES BIGHT,NSW,2470
DOCTOR GEORGE MOUNTAIN,NSW,2550
DOCTORS GAP,NSW,2790
DOG ROCKS,NSW,2795
DOLANS BAY,NSW,2229
DOLLS POINT,NSW,2219
DOLLYS FLAT,NSW,2429
DOLPHIN POINT,NSW,2539
DOMBARTON,NSW,2530
DONALD CREEK,NSW,2350
DONDINGALONG,NSW,2440
DOON DOON,NSW,2484
DOONBAH,NSW,2473
DOONSIDE,NSW,2767
DOORALONG,NSW,2259
DORA CREEK,NSW,2264
DORRIGO,NSW,2453
DORRIGO MOUNTAIN,NSW,2453
DORROUGHBY,NSW,2480
DOUBLE BAY,NSW,2028
DOUBTFUL CREEK,NSW,2470
DOUGLAS PARK,NSW,2569
DOVER HEIGHTS,NSW,2030
DOWNSIDE,NSW,2650
DOYALSON,NSW,2262
DOYALSON NORTH,NSW,2262
DOYLES CREEK,NSW,2330
DOYLES RIVER,NSW,2446
DRAKE,NSW,2469
DRILDOOL,NSW,2386
DRIPSTONE,NSW,2820
DRUMMOYNE,NSW,2047
DRY CREEK,NSW,2337
DRY PLAIN,NSW,2630
DUBBO,NSW,2830
DUCK CREEK,NSW,2469
DUCKENFIELD,NSW,2321
DUCKMALOI,NSW,2787
DUDLEY,NSW,2290
DUFFYS FOREST,NSW,2084
DULGUIGAN,NSW,2484
DULWICH HILL,NSW,2203
DUM DUM,NSW,2484
DUMARESQ,NSW,2350
DUMARESQ ISLAND,NSW,2430
DUMARESQ VALLEY,NSW,2372
DUMBUDGERY,NSW,2460
DUNBIBLE,NSW,2484
DUNBOGAN,NSW,2443
DUNCANS CREEK,NSW,2340
DUNDAS,NSW,2117
DUNDAS VALLEY,NSW,2117
DUNDEE,NSW,2370
DUNDURRABIN,NSW,2453
DUNEDOO,NSW,2844
DUNGARUBBA,NSW,2480
DUNGAY,NSW,2484
DUNGEREE,NSW,2849
DUNGOG,NSW,2420
DUNGOWAN,NSW,2340
DUNKELD,NSW,2795
DUNMORE,NSW,2529
DUNOLLY,NSW,2330
DUNOON,NSW,2480
DUNS CREEK,NSW,2321
DUNVILLE LOOP,NSW,2849
DURAL,NSW,2158
DURAL,NSW,2330
DURAMANA,NSW,2795
DURANBAH,NSW,2487
DURI,NSW,2344
DUROBY,NSW,2486
DURRAN DURRA,NSW,2622
DURRAS NORTH,NSW,2536
DURREN DURREN,NSW,2259
DUVAL,NSW,2350
DYERS CROSSING,NSW,2429
DYRAABA,NSW,2470
DYRRING,NSW,2330
EAGLE VALE,NSW,2558
EAGLETON,NSW,2324
EARLWOOD,NSW,2206
EAST ALBURY,NSW,2640
EAST BALLINA,NSW,2478
EAST BRANXTON,NSW,2335
EAST CORAKI,NSW,2471
EAST CORRIMAL,NSW,2518
EAST GOSFORD,NSW,2250
EAST GRESFORD,NSW,2311
EAST HILLS,NSW,2213
EAST JINDABYNE,NSW,2627
EAST KANGALOON,NSW,2576
EAST KEMPSEY,NSW,2440
EAST KILLARA,NSW,2071
EAST KURRAJONG,NSW,2758
EAST LINDFIELD,NSW,2070
EAST LISMORE,NSW,2480
EAST LYNNE,NSW,2536
EAST MAITLAND,NSW,2323
EAST RYDE,NSW,2113
EAST SEAHAM,NSW,2324
EAST TAMWORTH,NSW,2340
EAST WAGGA WAGGA,NSW,2650
EAST WARDELL,NSW,2477
EASTERN CREEK,NSW,2766
EASTGARDENS,NSW,2036
EASTLAKES,NSW,2018
EASTWOOD,NSW,2122
EATONSVILLE,NSW,2460
EBENEZER,NSW,2756
EBOR,NSW,2453
ECCLESTON,NSW,2311
EDDERTON,NSW,2333
EDEN,NSW,2551
EDEN CREEK,NSW,2474
EDENSOR PARK,NSW,2176
EDENVILLE,NSW,2474
EDGECLIFF,NSW,2027
EDGEROI,NSW,2390
EDGEWORTH,NSW,2285
EDITH,NSW,2787
EDMONDSON PARK,NSW,2174
EDROM,NSW,2551
EENAWEENA,NSW,2824
EGLINTON,NSW,2795
EIGHTEEN MILE,NSW,2460
ELANDS,NSW,2429
ELANORA HEIGHTS,NSW,2101
ELCOMBE,NSW,2404
ELDERSLIE,NSW,2570
ELDERSLIE,NSW,2335
ELEEBANA,NSW,2282
ELERMORE VALE,NSW,2287
ELIZABETH BAY,NSW,2011
ELIZABETH BEACH,NSW,2428
ELIZABETH HILLS,NSW,2171
ELLALONG,NSW,2325
ELLAND,NSW,2460
ELLANGOWAN,NSW,2470
ELLENBOROUGH,NSW,2446
ELLERSLIE,NSW,2729
ELLERSLIE,NSW,2648
ELLERSTON,NSW,2337
ELLIS LANE,NSW,2570
ELONG ELONG,NSW,2831
ELRINGTON,NSW,2325
ELSMORE,NSW,2360
ELTHAM,NSW,2480
ELVINA BAY,NSW,2105
EMERALD BEACH,NSW,2456
EMERALD HILL,NSW,2380
EMERTON,NSW,2770
EMMAVILLE,NSW,2371
EMPIRE BAY,NSW,2257
EMPIRE VALE,NSW,2478
EMU HEIGHTS,NSW,2750
EMU PLAINS,NSW,2750
EMU SWAMP,NSW,2800
ENDRICK,NSW,2622
ENFIELD,NSW,2136
ENGADINE,NSW,2233
ENGLORIE PARK,NSW,2560
ENMORE,NSW,2350
ENMORE,NSW,2042
ENNGONIA,NSW,2840
ENVIRONA,NSW,2620
EPPING,NSW,2121
ERARING,NSW,2264
EREMERANG,NSW,2877
ERIGOLIA,NSW,2669
ERIN VALE,NSW,2663
ERINA,NSW,2250
ERINA HEIGHTS,NSW,2260
ERMINGTON,NSW,2115
EROWAL BAY,NSW,2540
ERROWANBANG,NSW,2791
ERSKINE PARK,NSW,2759
ERSKINEVILLE,NSW,2043
ERUDGERE,NSW,2850
ESCHOL PARK,NSW,2558
ESK,NSW,2472
ESSINGTON,NSW,2787
ESTELLA,NSW,2650
ETTALONG BEACH,NSW,2257
ETTAMOGAH,NSW,2640
ETTREMA,NSW,2540
ETTRICK,NSW,2474
EUABALONG,NSW,2877
EUABALONG WEST,NSW,2877
EUBERTA,NSW,2650
EUCHAREENA,NSW,2866
EUCUMBENE,NSW,2628
EUGOWRA,NSW,2806
EULAH CREEK,NSW,2390
EUMUNGERIE,NSW,2822
EUNANOREENYA,NSW,2650
EUNGAI CREEK,NSW,2441
EUNGAI RAIL,NSW,2441
EUNGELLA,NSW,2484
EUREKA,NSW,2480
EURIMBLA,NSW,2867
EUROBODALLA,NSW,2545
EUROKA,NSW,2440
EUROLEY,NSW,2700
EURONGILLY,NSW,2663
EURUNDEREE,NSW,2850
EUSTON,NSW,2737
EVANS HEAD,NSW,2473
EVANS PLAINS,NSW,2795
EVELEIGH,NSW,2015
EVIRON,NSW,2484
EWINGAR,NSW,2469
EWINGSDALE,NSW,2481
EXETER,NSW,2579
FAILFORD,NSW,2430
FAIRFIELD,NSW,2165
FAIRFIELD EAST,NSW,2165
FAIRFIELD HEIGHTS,NSW,2165
FAIRFIELD WEST,NSW,2165
FAIRHOLME,NSW,2871
FAIRLIGHT,NSW,2094
FAIRY HILL,NSW,2470
FAIRY MEADOW,NSW,2519
FALBROOK,NSW,2330
FALCONER,NSW,2365
FALLS CREEK,NSW,2540
FAR MEADOW,NSW,2535
FARGUNYAH,NSW,2656
FARLEY,NSW,2320
FARMBOROUGH HEIGHTS,NSW,2526
FARNHAM,NSW,2820
FARRANTS HILL,NSW,2484
FARRINGDON,NSW,2622
FASSIFERN,NSW,2283
FAULCONBRIDGE,NSW,2776
FAULKLAND,NSW,2422
FAWCETTS PLAIN,NSW,2474
FEDERAL,NSW,2480
FENNELL BAY,NSW,2283
FERN BAY,NSW,2295
FERN GULLY,NSW,2330
FERNANCES,NSW,2775
FERNANCES CROSSING,NSW,2325
FERNBANK CREEK,NSW,2444
FERNBROOK,NSW,2453
FERNHILL,NSW,2519
FERNLEIGH,NSW,2479
FERNMOUNT,NSW,2454
FERNSIDE,NSW,2480
FERNVALE,NSW,2484
FERODALE,NSW,2318
FIDDLETOWN,NSW,2159
FIFIELD,NSW,2875
FIGTREE,NSW,2525
FINDON CREEK,NSW,2474
FINE FLOWER,NSW,2460
FINGAL BAY,NSW,2315
FINGAL HEAD,NSW,2487
FINLEY,NSW,2713
FIREFLY,NSW,2429
FISHERMANS BAY,NSW,2316
FISHERMANS PARADISE,NSW,2539
FISHERMANS REACH,NSW,2441
FISHERS HILL,NSW,2421
FISHING POINT,NSW,2283
FITZGERALDS MOUNT,NSW,2799
FITZGERALDS VALLEY,NSW,2795
FITZROY FALLS,NSW,2577
FIVE DOCK,NSW,2046
FIVE WAYS,NSW,2873
FLAT TOPS,NSW,2420
FLETCHER,NSW,2287
FLINDERS,NSW,2529
FLORAVILLE,NSW,2280
FORBES,NSW,2871
FORBES CREEK,NSW,2621
FORBES RIVER,NSW,2446
FORBESDALE,NSW,2422
FORDS BRIDGE,NSW,2840
FORDWICH,NSW,2330
FOREST GLEN,NSW,2157
FOREST GROVE,NSW,2795
FOREST HILL,NSW,2651
FOREST LAND,NSW,2372
FOREST LODGE,NSW,2037
FOREST REEFS,NSW,2798
FORESTVILLE,NSW,2087
FORRESTERS BEACH,NSW,2260
FORSTER,NSW,2428
FORTIS CREEK,NSW,2460
FOSTERS VALLEY,NSW,2795
FOSTERTON,NSW,2420
FOUNTAINDALE,NSW,2258
FOUR CORNERS,NSW,2716
FOUR MILE CREEK,NSW,2800
FOWLERS GAP,NSW,2880
FOXGROUND,NSW,2534
FRAZER PARK,NSW,2259
FRAZERS CREEK,NSW,2446
FREDERICKTON,NSW,2440
FREEBURN ISLAND,NSW,2464
FREEMANS,NSW,2259
FREEMANS REACH,NSW,2756
FREEMANS WATERHOLE,NSW,2323
FREEMANTLE,NSW,2795
FRENCH PARK,NSW,2655
FRENCHS FOREST,NSW,2086
FRESHWATER,NSW,2096
FROG ROCK,NSW,2850
FROGMORE,NSW,2586
FROGS HOLLOW,NSW,2550
FRYING PAN,NSW,2630
FULLERTON,NSW,2583
FULLERTON COVE,NSW,2318
FURRACABAD,NSW,2370
GADARA,NSW,2720
GALA VALE,NSW,2716
GALAMBINE,NSW,2850
GALONG,NSW,2585
GALORE,NSW,2650
GALSTON,NSW,2159
GANBENANG,NSW,2790
GANGAT,NSW,2422
GANMAIN,NSW,2702
GARAH,NSW,2405
GARDEN SUBURB,NSW,2289
GAREMA,NSW,2871
GARLAND,NSW,2797
GARLAND VALLEY,NSW,2330
GAROO,NSW,2340
GARRA,NSW,2866
GARTHOWEN,NSW,2345
GATESHEAD,NSW,2290
GEARYS FLAT,NSW,2446
GEEHI,NSW,2642
GELSTON PARK,NSW,2650
GEMALLA,NSW,2795
GENEVA,NSW,2474
GEORGES CREEK,NSW,2365
GEORGES HALL,NSW,2198
GEORGES PLAINS,NSW,2795
GEORGETOWN,NSW,2298
GEORGICA,NSW,2480
GEROGERY,NSW,2642
GERRINGONG,NSW,2534
GERROA,NSW,2534
GEURIE,NSW,2818
GHINNI GHI,NSW,2474
GHINNI GHINNI,NSW,2430
GHOOLENDAADI,NSW,2380
GIANTS CREEK,NSW,2328
GIBBERAGEE,NSW,2469
GIBRALTAR RANGE,NSW,2370
GIDGINBUNG,NSW,2666
GIDLEY,NSW,2340
GILEAD,NSW,2560
GILGAI,NSW,2360
GILGANDRA,NSW,2827
GILGOOMA,NSW,2829
GILGUNNIA,NSW,2835
GILLENBAH,NSW,2700
GILLETTS RIDGE,NSW,2462
GILLIESTON HEIGHTS,NSW,2321
GILMANDYKE,NSW,2795
GILMORE,NSW,2720
GIN GIN,NSW,2823
GINEROI,NSW,2404
GINGHI,NSW,2849
GINGKIN,NSW,2787
GIRARDS HILL,NSW,2480
GIRILAMBONE,NSW,2831
GIRO,NSW,2422
GIRRAL,NSW,2669
GIRRALONG,NSW,2449
GIRRAWEEN,NSW,2145
GIRVAN,NSW,2425
GLADESVILLE,NSW,2111
GLADSTONE,NSW,2440
GLANMIRE,NSW,2795
GLEBE,NSW,2037
GLEDSWOOD HILLS,NSW,2557
GLEN ALICE,NSW,2849
GLEN ALLEN,NSW,2631
GLEN ALPINE,NSW,2560
GLEN DAVIS,NSW,2846
GLEN ELGIN,NSW,2370
GLEN FERGUS,NSW,2630
GLEN INNES,NSW,2370
GLEN MARTIN,NSW,2321
GLEN NEVIS,NSW,2365
GLEN OAK,NSW,2320
GLEN WARD,NSW,2422
GLEN WILLIAM,NSW,2321
GLENBAWN,NSW,2337
GLENBROOK,NSW,2773
GLENCOE,NSW,2365
GLENDALE,NSW,2285
